"Index" "AdjClose"
2005-11-07 78.56
2005-11-08 78.31
2005-11-09 78.02
2005-11-10 79.1
2005-11-11 79.63
2005-11-14 79.45
2005-11-15 80.55
2005-11-16 81.5
2005-11-17 81.83
2005-11-18 82.66
2005-11-21 82.21
2005-11-22 82.87
2005-11-23 83.63
2005-11-25 83.63
2005-11-28 83.93
2005-11-29 83.92
2005-11-30 83.73
2005-12-01 84.02
2005-12-02 83.49
2005-12-05 83.28
2005-12-06 83.95
2005-12-07 83.56
2005-12-08 82.41
2005-12-09 81.91
2005-12-12 80.96
2005-12-13 78.84
2005-12-14 78.29
2005-12-15 78.67
2005-12-16 78.52
2005-12-19 77.94
2005-12-20 77.68
2005-12-21 78.28
2005-12-22 78.38
2005-12-23 78.62
2005-12-27 78.16
2005-12-28 78.21
2005-12-29 77.61
2005-12-30 77.42
2006-01-03 77.29
2006-01-04 77.18
2006-01-05 77.7
2006-01-06 80.01
2006-01-09 78.86
2006-01-10 79.18
2006-01-11 79.27
2006-01-12 78.71
2006-01-13 78.33
2006-01-17 78.17
2006-01-18 78.92
2006-01-19 78.26
2006-01-20 76.63
2006-01-23 76.67
2006-01-24 76.15
2006-01-25 76.2
2006-01-26 76.02
2006-01-27 76.31
2006-01-30 76.88
2006-01-31 76.57
2006-02-01 77.17
2006-02-02 76.5
2006-02-03 75.32
2006-02-06 74.88
2006-02-07 75.2
2006-02-08 76.29
2006-02-09 75.91
2006-02-10 76.79
2006-02-13 75.95
2006-02-14 76.56
2006-02-15 76.34
2006-02-16 76.39
2006-02-17 76.2
2006-02-21 76.01
2006-02-22 76.81
2006-02-23 75.72
2006-02-24 75.63
2006-02-27 76.13
2006-02-28 75.76
2006-03-01 75.44
2006-03-02 75.48
2006-03-03 75.5
2006-03-06 75.53
2006-03-07 75.81
2006-03-08 76.61
2006-03-09 76.5
2006-03-10 77.02
2006-03-13 77.36
2006-03-14 78.25
2006-03-15 78.73
2006-03-16 78.24
2006-03-17 78.65
2006-03-20 78.91
2006-03-21 79.13
2006-03-22 79.74
2006-03-23 78.56
2006-03-24 78.71
2006-03-27 78.44
2006-03-28 77.83
2006-03-29 78.49
2006-03-30 78.56
2006-03-31 77.87
2006-04-03 78.42
2006-04-04 78.79
2006-04-05 79.47
2006-04-06 79.13
2006-04-07 77.88
2006-04-10 77.52
2006-04-11 76.63
2006-04-12 76.24
2006-04-13 77.4
2006-04-17 77.08
2006-04-18 78.66
2006-04-19 77.29
2006-04-20 77.44
2006-04-21 77.1
2006-04-24 77.53
2006-04-25 78.06
2006-04-26 78.7
2006-04-27 79.2
2006-04-28 77.74
2006-05-01 77.64
2006-05-02 77.82
2006-05-03 78.08
2006-05-04 77.83
2006-05-05 78.63
2006-05-08 78.55
2006-05-09 78.87
2006-05-10 78.56
2006-05-11 78.14
2006-05-12 78.07
2006-05-15 78.55
2006-05-16 77.85
2006-05-17 77.01
2006-05-18 76.43
2006-05-19 76.07
2006-05-22 75.83
2006-05-23 75.65
2006-05-24 75.6
2006-05-25 75.94
2006-05-26 76.52
2006-05-30 75.96
2006-05-31 75.71
2006-06-01 76.46
2006-06-02 75.35
2006-06-05 74.92
2006-06-06 75.58
2006-06-07 75
2006-06-08 72.99
2006-06-09 73.56
2006-06-12 72.98
2006-06-13 72.9
2006-06-14 73.64
2006-06-15 74.44
2006-06-16 73.86
2006-06-19 73.6
2006-06-20 73.9
2006-06-21 74.2
2006-06-22 73.14
2006-06-23 73.06
2006-06-26 73.11
2006-06-27 72.61
2006-06-28 72.55
2006-06-29 73.52
2006-06-30 72.79
2006-07-03 73.93
2006-07-05 73.69
2006-07-06 74
2006-07-07 72.42
2006-07-10 72.65
2006-07-11 72.46
2006-07-12 71.52
2006-07-13 70.35
2006-07-14 69.71
2006-07-17 69.84
2006-07-18 70.37
2006-07-19 72.08
2006-07-20 71.52
2006-07-21 70.94
2006-07-24 72.01
2006-07-25 71.91
2006-07-26 71.86
2006-07-27 72.16
2006-07-28 72.93
2006-07-31 73.35
2006-08-01 72.15
2006-08-02 72.32
2006-08-03 72.33
2006-08-04 71.93
2006-08-07 71.56
2006-08-08 71.67
2006-08-09 71.72
2006-08-10 72.06
2006-08-11 71.81
2006-08-14 72.95
2006-08-15 73.33
2006-08-16 75.24
2006-08-17 75.51
2006-08-18 76.01
2006-08-21 75.42
2006-08-22 75.11
2006-08-23 74.84
2006-08-24 75.52
2006-08-25 76
2006-08-28 76.41
2006-08-29 77.44
2006-08-30 77.27
2006-08-31 77.03
2006-09-01 77.45
2006-09-05 76.92
2006-09-06 76.38
2006-09-07 75.54
2006-09-08 76.74
2006-09-11 76.99
2006-09-12 78.28
2006-09-13 78.21
2006-09-14 78.46
2006-09-15 78.91
2006-09-18 78.24
2006-09-19 77.89
2006-09-20 79.36
2006-09-21 77.64
2006-09-22 77.26
2006-09-25 78.01
2006-09-26 78.49
2006-09-27 78.1
2006-09-28 78
2006-09-29 77.96
2006-10-02 77.89
2006-10-03 77.68
2006-10-04 79.06
2006-10-05 78.89
2006-10-06 79.1
2006-10-09 79.92
2006-10-10 80.1
2006-10-11 80.1
2006-10-12 80.58
2006-10-13 81.89
2006-10-16 82.49
2006-10-17 82.72
2006-10-18 85.45
2006-10-19 85.49
2006-10-20 86.08
2006-10-23 87.11
2006-10-24 87.04
2006-10-25 87.36
2006-10-26 87.09
2006-10-27 86.35
2006-10-30 87.05
2006-10-31 87.84
2006-11-01 87.34
2006-11-02 87.22
2006-11-03 86.96
2006-11-06 88.1
2006-11-07 88.24
2006-11-08 88.37
2006-11-09 88.21
2006-11-10 87.58
2006-11-13 87.88
2006-11-14 89.04
2006-11-15 88.87
2006-11-16 89.21
2006-11-17 89.54
2006-11-20 89
2006-11-21 88.84
2006-11-22 89.26
2006-11-24 89.1
2006-11-27 87.29
2006-11-28 87.19
2006-11-29 87.35
2006-11-30 87.73
2006-12-01 87.09
2006-12-04 89.25
2006-12-05 90.18
2006-12-06 89.83
2006-12-07 89.94
2006-12-08 89.59
2006-12-11 89.38
2006-12-12 89.83
2006-12-13 90.45
2006-12-14 91.02
2006-12-15 90.96
2006-12-18 91.09
2006-12-19 91.63
2006-12-20 91.63
2006-12-21 91.54
2006-12-22 90.91
2006-12-26 91.3
2006-12-27 92.77
2006-12-28 92.55
2006-12-29 92.73
